QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20232,05093794,20,0,1,,H,,A
20232,05093794,20,1,1,100,E,120,D
20232,05093794,20,2,1,13,E,140,D
20232,05093794,20,3,1,791,E,150,D
20232,05093794,20,4,1,92,E,160,D
20232,05093794,20,5,1,55,E,170,D
20232,05093794,20,6,1,49,E,180,D
20232,05093794,20,7,1,100,E,190,D
20232,05094104,59,0,1,,H,,A
20232,05094104,59,1,1,86,E,120,D
20232,05094104,59,2,1,11,E,140,D
20232,05094104,59,3,1,906,E,150,D
20232,05094104,59,4,1,72,E,160,D
20232,05094104,59,5,1,35,E,170,D
20232,05094104,59,6,1,54,E,180,D
20232,05094104,59,7,1,136,E,190,D
20232,05095084,18,0,1,,H,,A
20232,05095084,18,1,1,496,E,100,D
20232,05095084,18,2,1,113,E,110,D
20232,05095084,18,3,1,791,E,130,D
20232,05095224,37,0,1,,H,,A
20232,05095224,37,1,1,99,E,120,D
20232,05095224,37,2,1,12,E,140,D
20232,05095224,37,3,1,1043,E,150,D
20232,05095224,37,4,1,83,E,160,D
20232,05095224,37,5,1,40,E,170,D
20232,05095224,37,6,1,62,E,180,D
20232,05095224,37,7,1,161,E,190,D
20232,05097934,50,0,1,,H,,A
20232,05097934,50,1,1,709,E,100,D
20232,05097934,50,2,1,136,E,110,D
20232,05097934,50,3,1,1255,E,130,D
20232,05099314,19,0,1,,H,,A
20232,05099314,19,1,1,41,E,120,D
20232,05099314,19,2,1,5,E,140,D
20232,05099314,19,3,1,348,E,150,D
20232,05099314,19,4,1,31,E,160,D
20232,05099314,19,5,1,12,E,170,D
20232,05099314,19,6,1,85,E,180,D
20232,05099314,19,7,1,78,E,190,D
20232,05103564,28,0,1,,H,,A
20232,05103564,28,1,1,34,E,120,D
20232,05103564,28,2,1,5,E,140,D
20232,05103564,28,3,1,317,E,150,D
20232,05103564,28,4,1,23,E,160,D
20232,05103564,28,5,1,9,E,170,D
20232,05103564,28,6,1,34,E,190,D
20232,05103564,28,7,1,46,E,210,D
20232,05103564,28,8,1,32,E,220,D
20232,05105894,37,0,1,,H,,A
20232,05105894,37,1,1,90,E,120,D
20232,05105894,37,2,1,11,E,140,D
20232,05105894,37,3,1,678,E,150,D
20232,05105894,37,4,1,79,E,160,D
20232,05105894,37,5,1,47,E,170,D
20232,05105894,37,6,1,42,E,180,D
20232,05105894,37,7,1,82,E,190,D
20232,05106254,31,0,1,,H,,A
20232,05106254,31,1,1,237,E,100,D
20232,05106254,31,2,1,63,E,110,D
20232,05107414,46,0,1,,H,,A
20232,05107414,46,1,1,107,E,120,D
20232,05107414,46,2,1,14,E,140,D
20232,05107414,46,3,1,824,E,150,D
20232,05107414,46,4,1,96,E,160,D
20232,05107414,46,5,1,58,E,170,D
20232,05107414,46,6,1,51,E,180,D
20232,05107414,46,7,1,100,E,190,D
20232,05108014,78,0,1,,H,,A
20232,05108014,78,1,1,178,E,100,D
20232,05108014,78,2,1,74,E,110,D
20232,05108014,78,3,1,93,E,120,D
20232,05108014,78,4,1,14,E,140,D
20232,05108014,78,5,1,369,E,150,D
20232,05108014,78,6,1,176,E,160,D
20232,05108014,78,7,1,87,E,170,D
20232,05108014,78,8,1,458,E,180,D
20232,05108014,78,9,1,51,E,190,D
20232,05108264,59,0,1,,H,,A
20232,05108264,59,1,1,114,E,120,D
20232,05108264,59,2,1,632,E,130,D
20232,05108264,59,3,1,15,E,140,D
20232,05108264,59,4,1,904,E,150,D
20232,05108264,59,5,1,106,E,160,D
20232,05108264,59,6,1,63,E,170,D
20232,05108264,59,7,1,56,E,180,D
20232,05108264,59,8,1,110,E,190,D
20232,05112834,15,0,1,,H,,A
20232,05112834,15,1,1,115,E,100,D
20232,05112834,15,2,1,25,E,110,D
20232,05112834,15,3,1,58,E,120,D
20232,05112834,15,4,1,233,E,130,D
20232,05112834,15,5,1,5,E,140,D
20232,05112834,15,6,1,466,E,150,D
20232,05112834,15,7,1,25,E,160,D
20232,05112834,15,8,1,130,E,180,D
20232,05112834,15,9,1,43,E,190,D
20232,05115144,24,0,1,,H,,A
20232,05115144,24,1,1,39,E,120,D
20232,05115144,24,2,1,6,E,140,D
20232,05115144,24,3,1,376,E,150,D
20232,05115144,24,4,1,28,E,160,D
20232,05115144,24,5,1,10,E,170,D
20232,05115144,24,6,1,41,E,190,D
20232,05117854,25,0,1,,H,,A
20232,05117854,25,1,1,57,E,100,D
20232,05117854,25,2,1,12,E,110,D
20232,05117854,25,3,1,18,E,120,D
20232,05117854,25,4,1,85,E,130,D
20232,05117854,25,5,1,3,E,140,D
20232,05117854,25,6,1,187,E,150,D
20232,05117854,25,7,1,13,E,160,D
20232,05117854,25,8,1,5,E,170,D
20232,05117854,25,9,1,20,E,190,D
20232,05118884,35,0,1,,H,,A
20232,05118884,35,1,1,2249,E,100,D
20232,05118884,35,2,1,429,E,110,D
20232,05118884,35,3,1,640,E,120,D
20232,05118884,35,4,1,3973,E,130,D
20232,05118884,35,5,1,82,E,140,D
20232,05118884,35,6,1,6701,E,150,D
20232,05118884,35,7,1,534,E,160,D
20232,05118884,35,8,1,259,E,170,D
20232,05118884,35,9,1,403,E,180,D
20232,05118884,35,10,1,1012,E,190,D
20232,05118884,35,11,1,996,E,210,D
20232,05118884,35,12,1,1222,E,220,D
20232,05121434,34,0,1,,H,,A
20232,05121434,34,1,1,988,E,120,D
20232,05121434,34,2,1,4994,U,130,D
20232,05121434,34,3,1,127,E,140,D
20232,05121434,34,4,1,10344,E,150,D
20232,05121434,34,5,1,824,E,160,D
20232,05121434,34,6,1,400,E,170,D
20232,05121434,34,7,1,622,E,180,D
20232,05121434,34,8,1,1563,E,190,D
20232,05122674,37,0,1,,H,,A
20232,05122674,37,1,1,60,E,100,D
20232,05122674,37,2,1,11,E,110,D
20232,05122674,37,3,1,22,E,120,D
20232,05122674,37,4,1,107,E,130,D
20232,05122674,37,5,1,2,E,140,D
20232,05122674,37,6,1,181,E,150,D
20232,05122674,37,7,1,14,E,160,D
20232,05122674,37,8,1,7,E,170,D
20232,05122674,37,9,1,10,E,180,D
20232,05122674,37,10,1,27,E,190,D
20232,05122674,37,11,1,26,E,210,D
20232,05122674,37,12,1,33,E,220,D
20232,05124794,54,0,1,,H,,A
20232,05124794,54,1,1,62,E,120,D
20232,05124794,54,2,1,8,E,140,D
20232,05124794,54,3,1,498,E,150,D
20232,05124794,54,4,1,58,E,160,D
20232,05124794,54,5,1,34,E,170,D
20232,05124794,54,6,1,30,E,180,D
20232,05124794,54,7,1,60,E,190,D
20232,05201693,49,0,1,,H,,A
20232,05201693,49,1,1,700,E,130,D
20232,05202703,27,0,1,,H,,A
20232,05202703,27,1,1,329,E,120,D
20232,05202703,27,2,1,1531,E,130,D
20232,05202703,27,3,1,55,E,140,D
20232,05202703,27,4,1,3366,E,150,D
20232,05202703,27,5,1,251,E,160,D
20232,05202703,27,6,1,97,E,170,D
20232,05202703,27,7,1,371,E,190,D
20232,05203383,39,0,1,,H,,A
20232,05203383,39,1,1,178,E,100,D
20232,05203383,39,2,1,54,E,110,D
20232,05203383,39,3,1,81,E,120,D
20232,05203383,39,4,1,18,E,140,D
20232,05203383,39,5,1,509,E,150,D
20232,05203383,39,6,1,76,E,160,D
20232,05203383,39,7,1,62,E,170,D
20232,05203383,39,8,1,35,E,180,D
20232,05203383,39,9,1,87,E,190,D
20232,05205783,44,0,1,,H,,A
20232,05205783,44,1,1,112,E,130,D
20232,05206383,32,0,1,,H,,A
20232,05206383,32,1,1,41,E,100,D
20232,05206383,32,2,1,7,E,110,D
20232,05206383,32,3,1,17,E,120,D
20232,05206383,32,4,1,73,E,130,D
20232,05206383,32,5,1,1,E,140,D
20232,05206383,32,6,1,123,E,150,D
20232,05206383,32,7,1,9,E,160,D
20232,05206383,32,8,1,4,E,170,D
20232,05206383,32,9,1,7,E,180,D
20232,05206383,32,10,1,18,E,190,D
20232,05206673,15,0,1,,H,,A
20232,05206673,15,1,1,17,E,100,D
20232,05206673,15,2,1,4,E,110,D
20232,05206673,15,3,1,6,E,120,D
20232,05206673,15,4,1,24,E,150,D
20232,05206673,15,5,1,11,E,160,D
20232,05206673,15,6,1,5,E,170,D
20232,05206673,15,7,1,30,E,180,D
20232,05206673,15,8,1,3,E,190,D
20232,05208573,30,0,1,,H,,A
20232,05208573,30,1,1,158,E,100,D
20232,05208573,30,2,1,42,E,110,D
20232,05212453,50,0,1,,H,,A
20232,05212453,50,1,1,237,E,100,D
20232,05212453,50,2,1,45,E,110,D
20232,05212453,50,3,1,418,E,130,D
20232,05214303,22,0,1,,H,,A
20232,05214303,22,1,1,218,E,100,D
20232,05214303,22,2,1,41,E,110,D
20232,05214303,22,3,1,62,E,120,D
20232,05214303,22,4,1,8,E,140,D
20232,05214303,22,5,1,653,E,150,D
20232,05214303,22,6,1,52,E,160,D
20232,05214303,22,7,1,25,E,170,D
20232,05214303,22,8,1,39,E,180,D
20232,05214303,22,9,1,102,E,190,D
20232,05214543,56,0,1,,H,,A
20232,05214543,56,1,1,403,E,120,D
20232,05214543,56,2,1,55,E,140,D
20232,05214543,56,3,1,3165,E,150,D
20232,05214543,56,4,1,371,E,160,D
20232,05214543,56,5,1,222,E,170,D
20232,05214543,56,6,1,198,E,180,D
20232,05214543,56,7,1,386,E,190,D
20232,05215963,48,0,1,,H,,A
20232,05215963,48,1,1,474,E,210,D
20232,05215963,48,2,1,276,E,220,D
20232,05216243,28,0,1,,H,,A
20232,05216243,28,1,1,329,E,100,D
20232,05216243,28,2,1,75,E,110,D
20232,05216243,28,3,1,696,E,130,D
20232,05217003,34,0,1,,H,,A
20232,05217003,34,1,1,46,E,100,D
20232,05217003,34,2,1,12,E,110,D
20232,05217003,34,3,1,21,E,120,D
20232,05217003,34,4,1,101,E,130,D
20232,05217003,34,5,1,2,E,140,D
20232,05217003,34,6,1,145,E,150,D
20232,05217003,34,7,1,17,E,160,D
20232,05217003,34,8,1,10,E,170,D
20232,05217003,34,9,1,9,E,180,D
20232,05217003,34,10,1,17,E,190,D
20232,05218993,31,0,1,,H,,A
20232,05218993,31,1,1,55,E,100,D
20232,05218993,31,2,1,11,E,110,D
20232,05218993,31,3,1,27,E,120,D
20232,05218993,31,4,1,2,E,140,D
20232,05218993,31,5,1,215,E,150,D
20232,05218993,31,6,1,11,E,160,D
20232,05218993,31,7,1,60,E,180,D
20232,05218993,31,8,1,19,E,190,D
20232,05225063,59,0,1,,H,,A
20232,05225063,59,1,1,197,E,100,D
20232,05225063,59,2,1,36,E,110,D
20232,05225063,59,3,1,55,E,120,D
20232,05225063,59,4,1,341,E,130,D
20232,05225063,59,5,1,7,E,140,D
20232,05225063,59,6,1,576,E,150,D
20232,05225063,59,7,1,45,E,160,D
20232,05225063,59,8,1,22,E,170,D
20232,05225063,59,9,1,34,E,180,D
20232,05225063,59,10,1,87,E,190,D
20232,05225673,23,0,1,,H,,A
20232,05225673,23,1,1,24,E,100,D
20232,05225673,23,2,1,6,E,110,D
20232,05225673,23,3,1,9,E,120,D
20232,05225673,23,4,1,53,E,130,D
20232,05225673,23,5,1,6,E,140,D
20232,05225673,23,6,1,76,E,150,D
20232,05225673,23,7,1,8,E,160,D
20232,05225673,23,8,1,5,E,170,D
20232,05225673,23,9,1,4,E,180,D
20232,05225673,23,10,1,9,E,190,D
20232,05226823,63,0,1,,H,,A
20232,05226823,63,1,1,133,E,100,D
20232,05226823,63,2,1,25,E,110,D
20232,05226823,63,3,1,38,E,120,D
20232,05226823,63,4,1,236,E,130,D
20232,05226823,63,5,1,10,E,140,D
20232,05226823,63,6,1,398,E,150,D
20232,05226823,63,7,1,31,E,160,D
20232,05226823,63,8,1,15,E,170,D
20232,05226823,63,9,1,23,E,180,D
20232,05226823,63,10,1,60,E,190,D
20232,05226823,63,11,1,59,E,210,D
20232,05226823,63,12,1,72,E,220,D
20232,05228783,31,0,1,,H,,A
20232,05228783,31,1,1,4994,U,130,D
20232,05228873,32,0,1,,H,,A
20232,05228873,32,1,1,121,E,100,D
20232,05228873,32,2,1,23,E,110,D
20232,05228873,32,3,1,34,E,120,D
20232,05228873,32,4,1,220,E,130,D
20232,05228873,32,5,1,4,E,140,D
20232,05228873,32,6,1,362,E,150,D
20232,05228873,32,7,1,28,E,160,D
20232,05228873,32,8,1,14,E,170,D
20232,05228873,32,9,1,21,E,180,D
20232,05228873,32,10,1,54,E,190,D
20232,05228873,32,11,1,53,E,210,D
20232,05228873,32,12,1,66,E,220,D
20232,05229763,25,0,1,,H,,A
20232,05229763,25,1,1,32,E,120,D
20232,05229763,25,2,1,4,E,140,D
20232,05229763,25,3,1,301,E,150,D
20232,05229763,25,4,1,22,E,160,D
20232,05229763,25,5,1,8,E,170,D
20232,05229763,25,6,1,33,E,190,D
20232,05231043,18,0,1,,H,,A
20232,05231043,18,1,1,91,E,100,D
20232,05231043,18,2,1,20,E,110,D
20232,05231043,18,3,1,30,E,120,D
20232,05231043,18,4,1,5,E,140,D
20232,05231043,18,5,1,309,E,150,D
20232,05231043,18,6,1,23,E,160,D
20232,05231043,18,7,1,8,E,170,D
20232,05231043,18,8,1,34,E,190,D
20232,05232243,37,0,1,,H,,A
20232,05232243,37,1,1,13,E,120,D
20232,05232243,37,2,1,1,E,140,D
20232,05232243,37,3,1,141,E,150,D
20232,05232243,37,4,1,11,E,160,D
20232,05232243,37,5,1,5,E,170,D
20232,05232243,37,6,1,8,E,180,D
20232,05232243,37,7,1,21,E,190,D
20232,05232793,52,0,1,,H,,A
20232,05232793,52,1,1,212,E,130,D
20232,05233383,31,0,1,,H,,A
20232,05233383,31,1,1,165,E,100,D
20232,05233383,31,2,1,48,E,110,D
20232,05233383,31,3,1,65,E,120,D
20232,05233383,31,4,1,9,E,140,D
20232,05233383,31,5,1,521,E,150,D
20232,05233383,31,6,1,61,E,160,D
20232,05233383,31,7,1,36,E,170,D
20232,05233383,31,8,1,32,E,180,D
20232,05233383,31,9,1,63,E,190,D
20232,05235623,21,0,1,,H,,A
20232,05235623,21,1,1,57,E,100,D
20232,05235623,21,2,1,17,E,110,D
20232,05235623,21,3,1,29,E,120,D
20232,05235623,21,4,1,97,E,130,D
20232,05235623,21,5,1,4,E,140,D
20232,05235623,21,6,1,163,E,150,D
20232,05235623,21,7,1,24,E,160,D
20232,05235623,21,8,1,20,E,170,D
20232,05235623,21,9,1,11,E,180,D
20232,05235623,21,10,1,28,E,190,D
20232,05236593,69,0,1,,H,,A
20232,05236593,69,1,1,960,E,130,D
20232,05236593,69,2,1,273,E,210,D
20232,05236593,69,3,1,267,E,220,D
20232,05252392,55,0,1,,H,,A
20232,05252392,55,1,1,413,E,100,D
20232,05252392,55,2,1,83,E,110,D
20232,05252392,55,3,1,118,E,120,D
20232,05252392,55,4,1,732,E,130,D
20232,05252392,55,5,1,15,E,140,D
20232,05252392,55,6,1,1234,E,150,D
20232,05252392,55,7,1,98,E,160,D
20232,05252392,55,8,1,47,E,170,D
20232,05252392,55,9,1,74,E,180,D
20232,05252392,55,10,1,186,E,190,D
20232,05252662,56,0,1,,H,,A
20232,05252662,56,1,1,54,E,120,D
20232,05252662,56,2,1,5,E,140,D
20232,05252662,56,3,1,434,E,150,D
20232,05252662,56,4,1,23,E,160,D
20232,05252662,56,5,1,121,E,180,D
20232,05252662,56,6,1,40,E,190,D
20232,05253662,42,0,1,,H,,A
20232,05253662,42,1,1,109,E,120,D
20232,05253662,42,2,1,13,E,140,D
20232,05253662,42,3,1,1112,E,150,D
20232,05253662,42,4,1,88,E,160,D
20232,05253662,42,5,1,43,E,170,D
20232,05253662,42,6,1,67,E,180,D
20232,05253662,42,7,1,168,E,190,D
20232,05254202,56,0,1,,H,,A
20232,05254202,56,1,1,67,E,120,D
20232,05254202,56,2,1,317,E,130,D
20232,05254202,56,3,1,11,E,140,D
20232,05254202,56,4,1,689,E,150,D
20232,05254202,56,5,1,51,E,160,D
20232,05254202,56,6,1,19,E,170,D
20232,05254202,56,7,1,76,E,190,D
20232,05254202,56,8,1,101,E,210,D
20232,05254202,56,9,1,69,E,220,D
20232,05259012,62,0,1,,H,,A
20232,05259012,62,1,1,81,E,100,D
20232,05259012,62,2,1,15,E,110,D
20232,05259012,62,3,1,23,E,120,D
20232,05259012,62,4,1,143,E,130,D
20232,05259012,62,5,1,6,E,140,D
20232,05259012,62,6,1,242,E,150,D
20232,05259012,62,7,1,19,E,160,D
20232,05259012,62,8,1,9,E,170,D
20232,05259012,62,9,1,14,E,180,D
20232,05259012,62,10,1,36,E,190,D
20232,05264962,25,0,1,,H,,A
20232,05264962,25,1,1,120,E,100,D
20232,05264962,25,2,1,27,E,110,D
20232,05264962,25,3,1,41,E,120,D
20232,05264962,25,4,1,191,E,130,D
20232,05264962,25,5,1,7,E,140,D
20232,05264962,25,6,1,425,E,150,D
20232,05264962,25,7,1,31,E,160,D
20232,05264962,25,8,1,12,E,170,D
20232,05264962,25,9,1,46,E,190,D
20232,05265262,24,0,1,,H,,A
20232,05265262,24,1,1,86,E,120,D
20232,05265262,24,2,1,11,E,140,D
20232,05265262,24,3,1,659,E,150,D
20232,05265262,24,4,1,77,E,160,D
20232,05265262,24,5,1,46,E,170,D
20232,05265262,24,6,1,41,E,180,D
20232,05265262,24,7,1,80,E,190,D
20232,05265492,24,0,1,,H,,A
20232,05265492,24,1,1,48,E,120,D
20232,05265492,24,2,1,8,E,140,D
20232,05265492,24,3,1,500,E,150,D
20232,05265492,24,4,1,37,E,160,D
20232,05265492,24,5,1,14,E,170,D
20232,05265492,24,6,1,54,E,190,D
20232,05267132,40,0,1,,H,,A
20232,05267132,40,1,1,120,E,100,D
20232,05267132,40,2,1,31,E,110,D
20232,05267132,40,3,1,51,E,120,D
20232,05267132,40,4,1,359,E,130,D
20232,05267132,40,5,1,8,E,140,D
20232,05267132,40,6,1,488,E,150,D
20232,05267132,40,7,1,44,E,160,D
20232,05267132,40,8,1,17,E,170,D
20232,05267132,40,9,1,117,E,180,D
20232,05267132,40,10,1,109,E,190,D
20232,05267132,40,11,1,59,E,210,D
20232,05267132,40,12,1,43,E,220,D
20232,05267932,25,0,1,,H,,A
20232,05267932,25,1,1,738,E,130,D
20232,05268422,27,0,1,,H,,A
20232,05268422,27,1,1,25,E,100,D
20232,05268422,27,2,1,7,E,110,D
20232,05268422,27,3,1,11,E,120,D
20232,05268422,27,4,1,43,E,130,D
20232,05268422,27,5,1,1,E,140,D
20232,05268422,27,6,1,78,E,150,D
20232,05268422,27,7,1,10,E,160,D
20232,05268422,27,8,1,8,E,170,D
20232,05268422,27,9,1,5,E,180,D
20232,05268422,27,10,1,12,E,190,D
20232,05269472,47,0,1,,H,,A
20232,05269472,47,1,1,15,E,120,D
20232,05269472,47,2,1,1,E,140,D
20232,05269472,47,3,1,163,E,150,D
20232,05269472,47,4,1,12,E,160,D
20232,05269472,47,5,1,6,E,170,D
20232,05269472,47,6,1,9,E,180,D
20232,05269472,47,7,1,24,E,190,D
20232,05269532,56,0,1,,H,,A
20232,05269532,56,1,1,10,E,100,D
20232,05269532,56,2,1,8,E,110,D
20232,05269532,56,3,1,3,E,120,D
20232,05269532,56,4,1,18,E,130,D
20232,05269532,56,5,1,31,E,150,D
20232,05269532,56,6,1,2,E,160,D
20232,05269532,56,7,1,1,E,170,D
20232,05269532,56,8,1,1,E,180,D
20232,05269532,56,9,1,4,E,190,D
20232,05269532,56,10,1,4,E,210,D
20232,05269532,56,11,1,5,E,220,D
20232,05269702,46,0,1,,H,,A
20232,05269702,46,1,1,11,E,120,D
20232,05269702,46,2,1,1,E,140,D
20232,05269702,46,3,1,73,E,150,D
20232,05269702,46,4,1,10,E,160,D
20232,05269702,46,5,1,8,E,170,D
20232,05269702,46,6,1,4,E,180,D
20232,05269702,46,7,1,11,E,190,D
20232,05270082,22,0,1,,H,,A
20232,05270082,22,1,1,157,E,100,D
20232,05270082,22,2,1,42,E,110,D
20232,05270082,22,3,1,62,E,120,D
20232,05270082,22,4,1,350,E,130,D
20232,05270082,22,5,1,8,E,140,D
20232,05270082,22,6,1,497,E,150,D
20232,05270082,22,7,1,58,E,160,D
20232,05270082,22,8,1,35,E,170,D
20232,05270082,22,9,1,31,E,180,D
20232,05270082,22,10,1,60,E,190,D
20232,05278452,24,0,1,,H,,A
20232,05278452,24,1,1,321,E,100,D
20232,05278452,24,2,1,84,E,110,D
20232,05279562,21,0,1,,H,,A
20232,05279562,21,1,1,253,E,100,D
20232,05279562,21,2,1,67,E,110,D
20232,05281032,55,0,1,,H,,A
20232,05281032,55,1,1,242,E,100,D
20232,05281032,55,2,1,46,E,110,D
20232,05281032,55,3,1,69,E,120,D
20232,05281032,55,4,1,435,E,130,D
20232,05281032,55,5,1,8,E,140,D
20232,05281032,55,6,1,724,E,150,D
20232,05281032,55,7,1,57,E,160,D
20232,05281032,55,8,1,28,E,170,D
20232,05281032,55,9,1,43,E,180,D
20232,05281032,55,10,1,109,E,190,D
20232,05281032,55,11,1,107,E,210,D
20232,05281032,55,12,1,132,E,220,D
20232,05284342,43,0,1,,H,,A
20232,05284342,43,1,1,240,E,130,D
20232,05286351,32,0,1,,H,,A
20232,05286351,32,1,1,223,E,100,D
20232,05286351,32,2,1,58,E,110,D
20232,05286351,32,3,1,87,E,120,D
20232,05286351,32,4,1,478,E,130,D
20232,05286351,32,5,1,12,E,140,D
20232,05286351,32,6,1,688,E,150,D
20232,05286351,32,7,1,80,E,160,D
20232,05286351,32,8,1,48,E,170,D
20232,05286351,32,9,1,43,E,180,D
20232,05286351,32,10,1,83,E,190,D
20232,05287701,18,0,1,,H,,A
20232,05287701,18,1,1,22,E,100,D
20232,05287701,18,2,1,5,E,110,D
20232,05287701,18,3,1,15,E,120,D
20232,05287701,18,4,1,66,E,130,D
20232,05287701,18,5,1,1,E,140,D
20232,05287701,18,6,1,89,E,150,D
20232,05287701,18,7,1,8,E,160,D
20232,05287701,18,8,1,3,E,170,D
20232,05287701,18,9,1,21,E,180,D
20232,05287701,18,10,1,20,E,190,D
20232,05287904,36,0,1,,H,,A
20232,05287904,36,1,1,41,E,120,D
20232,05287904,36,2,1,5,E,140,D
20232,05287904,36,3,1,329,E,150,D
20232,05287904,36,4,1,38,E,160,D
20232,05287904,36,5,1,27,E,170,D
20232,05287904,36,6,1,20,E,180,D
20232,05287904,36,7,1,40,E,190,D
20232,05291581,24,0,1,,H,,A
20232,05291581,24,1,1,106,E,100,D
20232,05291581,24,2,1,23,E,110,D
20232,05291581,24,3,1,34,E,120,D
20232,05291581,24,4,1,5,E,140,D
20232,05291581,24,5,1,357,E,150,D
20232,05291581,24,6,1,26,E,160,D
20232,05291581,24,7,1,10,E,170,D
20232,05291581,24,8,1,39,E,190,D
20232,05292821,27,0,1,,H,,A
20232,05292821,27,1,1,40,E,120,D
20232,05292821,27,2,1,6,E,140,D
20232,05292821,27,3,1,235,E,150,D
20232,05292821,27,4,1,35,E,160,D
20232,05292821,27,5,1,28,E,170,D
20232,05292821,27,6,1,16,E,180,D
20232,05292821,27,7,1,40,E,190,D
20232,05293141,28,0,1,,H,,A
20232,05293141,28,1,1,23,E,120,D
20232,05293141,28,2,1,2,E,140,D
20232,05293141,28,3,1,208,E,150,D
20232,05293141,28,4,1,16,E,160,D
20232,05293141,28,5,1,8,E,170,D
20232,05293141,28,6,1,12,E,180,D
20232,05293141,28,7,1,31,E,190,D
20232,05295551,23,0,1,,H,,A
20232,05295551,23,1,1,20,E,120,D
20232,05295551,23,2,1,2,E,140,D
20232,05295551,23,3,1,156,E,150,D
20232,05295551,23,4,1,14,E,160,D
20232,05295551,23,5,1,5,E,170,D
20232,05295551,23,6,1,38,E,180,D
20232,05295551,23,7,1,35,E,190,D
20232,05295561,55,0,1,,H,,A
20232,05295561,55,1,1,23,E,120,D
20232,05295561,55,2,1,2,E,140,D
20232,05295561,55,3,1,208,E,150,D
20232,05295561,55,4,1,16,E,160,D
20232,05295561,55,5,1,8,E,170,D
20232,05295561,55,6,1,12,E,180,D
20232,05295561,55,7,1,31,E,190,D
20232,05297021,37,0,1,,H,,A
20232,05297021,37,1,1,33,E,120,D
20232,05297021,37,2,1,4,E,140,D
20232,05297021,37,3,1,351,E,150,D
20232,05297021,37,4,1,27,E,160,D
20232,05297021,37,5,1,13,E,170,D
20232,05297021,37,6,1,20,E,180,D
20232,05297021,37,7,1,52,E,190,D
20232,05346361,31,0,1,,H,,A
20232,05346361,31,1,1,129,E,100,D
20232,05346361,31,2,1,23,E,110,D
20232,05346361,31,3,1,35,E,120,D
20232,05346361,31,4,1,219,E,130,D
20232,05346361,31,5,1,4,E,140,D
20232,05346361,31,6,1,370,E,150,D
20232,05346361,31,7,1,29,E,160,D
20232,05346361,31,8,1,14,E,170,D
20232,05346361,31,9,1,22,E,180,D
20232,05346361,31,10,1,55,E,190,D
20232,05348141,30,0,1,,H,,A
20232,05348141,30,1,1,37,E,120,D
20232,05348141,30,2,1,4,E,140,D
20232,05348141,30,3,1,347,E,150,D
20232,05348141,30,4,1,27,E,160,D
20232,05348141,30,5,1,13,E,170,D
20232,05348141,30,6,1,20,E,180,D
20232,05348141,30,7,1,52,E,190,D
20232,05349291,45,0,1,,H,,A
20232,05349291,45,1,1,2519,E,100,D
20232,05349291,45,2,1,481,E,110,D
20232,05351071,76,0,1,,H,,A
20232,05351071,76,1,1,82,E,120,D
20232,05351071,76,2,1,10,E,140,D
20232,05351071,76,3,1,626,E,150,D
20232,05351071,76,4,1,73,E,160,D
20232,05351071,76,5,1,44,E,170,D
20232,05351071,76,6,1,39,E,180,D
20232,05351071,76,7,1,76,E,190,D
20232,05351961,39,0,1,,H,,A
20232,05351961,39,1,1,689,E,100,D
20232,05351961,39,2,1,131,E,110,D
20232,05351961,39,3,1,196,E,120,D
20232,05351961,39,4,1,1220,E,130,D
20232,05351961,39,5,1,25,E,140,D
20232,05351961,39,6,1,2057,E,150,D
20232,05351961,39,7,1,164,E,160,D
20232,05351961,39,8,1,84,E,170,D
20232,05351961,39,9,1,123,E,180,D
20232,05351961,39,10,1,311,E,190,D
20232,05354181,19,0,1,,H,,A
20232,05354181,19,1,1,579,E,100,D
20232,05354181,19,2,1,221,E,110,D
20232,05358931,38,0,1,,H,,A
20232,05358931,38,1,1,11,E,120,D
20232,05358931,38,2,1,1,E,140,D
20232,05358931,38,3,1,65,E,150,D
20232,05358931,38,4,1,7,E,160,D
20232,05358931,38,5,1,4,E,170,D
20232,05358931,38,6,1,4,E,180,D
20232,05358931,38,7,1,8,E,190,D
20232,05360823,45,0,1,,H,,A
20232,05360823,45,1,1,1114,E,100,D
20232,05360823,45,2,1,214,E,110,D
20232,05360823,45,3,1,1972,E,130,D
20232,05363201,18,0,1,,H,,A
20232,05363201,18,1,1,143,E,100,D
20232,05363201,18,2,1,32,E,110,D
20232,05363201,18,3,1,225,E,130,D
20232,05364211,18,0,1,,H,,A
20232,05364211,18,1,1,120,E,130,D
20232,05365971,28,0,1,,H,,A
20232,05365971,28,1,1,244,E,120,D
20232,05365971,28,2,1,23,E,140,D
20232,05365971,28,3,1,1916,E,150,D
20232,05365971,28,4,1,104,E,160,D
20232,05365971,28,5,1,536,E,180,D
20232,05365971,28,6,1,177,E,190,D
20233,05203384,73,0,1,,H,,A
20233,05203384,73,1,1,80,E,100,D
20233,05203384,73,2,1,20,E,110,D
20233,05205784,52,0,1,,H,,A
20233,05205784,52,1,1,9,E,100,D
20233,05205784,52,2,1,1,E,110,D
20233,05205784,52,3,1,3,E,120,D
20233,05205784,52,4,1,16,E,130,D
20233,05205784,52,5,1,32,E,150,D
20233,05205784,52,6,1,4,E,160,D
20233,05205784,52,7,1,1,E,170,D
20233,05205784,52,8,1,23,E,180,D
